codigo_produto,nome_produto,quantidade_devolvida,valor_devolvido,num_devolucoes
21531,RED RETROSPOT SUGAR JAM BOWL,-15,-36.449999999999996,11
22973,CHILDREN'S CIRCUS PARADE MUG,-22,-36.3,5
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,-25,-36.25,7
72741,GRAND CHOCOLATECANDLE,-25,-36.25,8
21975,PACK OF 60 DINOSAUR CAKE CASES,-71,-36.06,3
22824,3 TIER SWEETHEART GARDEN SHELF,-1,-35.95,1
22059,CERAMIC STRAWBERRY DESIGN MUG,-24,-35.76,8
22584,PACK OF 6 PANETTONE GIFT BOXES,-14,-35.7,1
22748,POPPY'S PLAYHOUSE KITCHEN,-17,-35.7,4
22928,YELLOW GIANT GARDEN THERMOMETER,-6,-35.7,4
85014A,BLACK/BLUE POLKADOT UMBRELLA,-6,-35.7,1
23014,GLASS APOTHECARY BOTTLE ELIXIR,-9,-35.55,3
20897,VINTAGE NOTEBOOK PARIS DAYS,-12,-35.400000000000006,2
22804,CANDLEHOLDER PINK HANGING HEART,-12,-35.400000000000006,5
21696,SMALL SILVER TRELLIS CANDLEPOT,-12,-35.400000000000006,1
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-14,-35.25,10
23309,SET OF 60 I LOVE LONDON CAKE CASES,-64,-35.2,4
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,-60,-35.16,2
22434,BALLOON PUMP WITH 10 BALLOONS,-18,-35.1,2
23076,ICE CREAM SUNDAE LIP GLOSS,-28,-35.0,2
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,-28,-35.0,2
22361,GLASS JAR DAISY FRESH COTTON WOOL,-12,-35.0,6
21875,KINGS CHOICE MUG,-28,-35.0,5
21824,PAINTED METAL STAR WITH HOLLY BELLS,-24,-34.8,1
22291,HANGING CHICK CREAM DECORATION,-24,-34.8,1
23106,ZINC HEARTS PLANT POT HOLDER,-12,-34.68,1
21813,GARLAND WITH STARS AND BELLS,-7,-34.650000000000006,2
23128,FELTCRAFT BOY JEAN-PAUL KIT,-7,-34.65,2
21197,MULTICOLOUR  CONFETTI IN TUBE,-21,-34.65,1
22555,PLASTERS IN TIN STRONGMAN,-21,-34.65,4
21933,PINK VINTAGE PAISLEY PICNIC BAG,-13,-34.45,4
21042,RED RETROSPOT APRON,-6,-34.4,5
85172,HYACINTH BULB T-LIGHT CANDLES,-81,-34.02,2
22199,FRYING PAN RED RETROSPOT,-8,-34.0,2
22602,RETROSPOT WOODEN HEART DECORATION,-40,-34.0,2
22507,MEMO BOARD RETROSPOT  DESIGN,-7,-33.95,5
23296,SET OF 6 TEA TIME BAKING CASES,-27,-33.75,6
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,-9,-33.75,3
20793,BLUE TILED TRAY,-5,-33.75,1
22675,FRENCH KITCHEN SIGN BLUE METAL,-27,-33.75,3
22970,LONDON BUS COFFEE MUG,-16,-33.6,3
22141,CHRISTMAS CRAFT TREE TOP ANGEL,-16,-33.6,4
22233,JIGSAW RABBIT AND BIRDHOUSE,-21,-33.59,4
21586,KINGS CHOICE GIANT TUBE MATCHES,-13,-33.15,2
22300,COFFEE MUG DOG + BALL DESIGN,-13,-33.15,5
22937,BAKING MOULD CHOCOLATE CUPCAKES,-13,-33.15,2
23031,DRAWER KNOB CRACKLE GLAZE PINK,-20,-33.0,9
23181,BULL DOG BOTTLE TOP WALL CLOCK,-4,-33.0,4
23661,MILK MAIDS MUG,-20,-33.0,4
22974,CHILDRENS DOLLY GIRL MUG,-20,-33.0,7
22082,RIBBON REEL STRIPES DESIGN,-20,-33.0,2
23006,TRAVEL CARD WALLET FLOWER MEADOW,-78,-32.76,5
22997,TRAVEL CARD WALLET UNION JACK,-78,-32.76,8
22567,20 DOLLY PEGS RETROSPOT,-26,-32.7,5
21889,WOODEN BOX OF DOMINOES,-26,-32.5,2
21870,I CAN ONLY PLEASE ONE PERSON MUG,-26,-32.5,3
22162,HEART GARLAND RUSTIC PADDED,-11,-32.45,2
84247K,"FOLK ART GREETING CARD,PACK/12",-11,-32.45,1
21713,CITRONELLA CANDLE FLOWERPOT,-16,-32.35,5
22263,FELT EGG COSY LADYBIRD,-49,-32.34,1
23253,16 PIECE CUTLERY SET PANTRY DESIGN,-2,-31.9,2
48187,DOORMAT NEW ENGLAND,-4,-31.8,2
22283,6 EGG HOUSE PAINTED WOOD,-4,-31.8,2
21705,BAG 500G SWIRLY MARBLES,-20,-31.6,3
23012,GLASS APOTHECARY BOTTLE PERFUME,-8,-31.6,5
22189,CREAM HEART CARD HOLDER,-8,-31.6,5
22045,SPACEBOY GIFT WRAP,-75,-31.5,3
23230,WRAP ALPHABET DESIGN,-75,-31.5,3
22700,BLACK AND WHITE DOG BOWL,-22,-31.300000000000004,4
21644,ASSORTED TUTTI FRUTTI HEART BOX,-25,-31.25,2
22244,3 HOOK HANGER MAGIC GARDEN,-16,-31.2,8
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,-25,-30.72,6
22302,COFFEE MUG PEARS  DESIGN,-12,-30.6,3
47580,TEA TIME DES TEA COSY,-12,-30.6,2
90174,BUTTERFLY HAIR BAND,-12,-30.6,2
21039,RED RETROSPOT SHOPPING BAG,-12,-30.6,2
21700,BIG DOUGHNUT FRIDGE MAGNETS,-36,-30.6,1
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,-12,-30.6,1
22582,PACK OF 6 SWEETIE GIFT BOXES,-12,-30.6,1
21284,RETROSPOT CANDLE  SMALL,-36,-30.36,2
21240,BLUE POLKADOT CUP,-36,-30.34,5
23120,PACK OF 6 SMALL FRUIT STRAWS,-72,-30.240000000000002,2
22098,BOUDOIR SQUARE TISSUE BOX,-75,-30.11,6
22550,HOLIDAY FUN LUDO,-8,-30.0,2
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,-24,-30.0,1
22982,PANTRY PASTRY BRUSH,-24,-30.0,2
35953,FOLKART STAR CHRISTMAS DECORATIONS,-24,-30.0,1
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,-8,-30.0,1
22686,FRENCH BLUE METAL DOOR SIGN NO,-24,-30.0,2
23211,RED ROCKING HORSE HAND PAINTED,-24,-30.0,1
23299,FOOD COVER WITH BEADS SET 2,-8,-30.0,2
20972,PINK CREAM FELT CRAFT TRINKET BOX,-24,-30.0,2
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,-24,-30.0,3
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,-24,-30.0,1
23183,MOTHER'S KITCHEN SPOON REST,-8,-30.0,3
23349,ROLL WRAP VINTAGE CHRISTMAS,-24,-30.0,2
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,-24,-30.0,1
21123,SET/10 IVORY POLKADOT PARTY CANDLES,-24,-30.0,1
23350,ROLL WRAP VINTAGE SPOT,-24,-30.0,2
21667,GLASS CAKE COVER AND PLATE,-2,-29.9,1
21628,TRIANGULAR POUFFE VINTAGE,-2,-29.9,1
21344,MOROCCAN BEATEN METAL DISH,-3,-29.85,1
21624,VINTAGE UNION JACK DOORSTOP,-5,-29.75,2
20703,BLUE PADDED SOFT MOBILE,-7,-29.75,3
21770,OPEN CLOSED METAL SIGN,-6,-29.700000000000003,1
23325,RUSTIC STRAWBERRY JAM POT SMALL,-18,-29.700000000000003,3
22912,YELLOW COAT RACK PARIS FASHION,-6,-29.700000000000003,2
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,-6,-29.7,3
22425,ENAMEL COLANDER CREAM,-6,-29.7,3
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,-8,-29.64,5
20932,PINK POT PLANT CANDLE,-10,-29.5,2
22153,ANGEL DECORATION STARS ON DRESS,-70,-29.400000000000002,3
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,-14,-29.4,7
21067,VINTAGE RED TEATIME MUG,-27,-29.380000000000003,3
22148,EASTER CRAFT 4 CHICKS,-15,-29.25,2
22812,PACK 3 BOXES CHRISTMAS PANNETONE,-15,-29.25,2
21169,YOU'RE CONFUSING ME METAL SIGN,-18,-29.220000000000002,5
23026,DRAWER KNOB VINTAGE GLASS STAR,-14,-29.12,2
23408,PHOTO FRAME LINEN AND LACE SMALL,-14,-29.12,3
22597,MUSICAL ZINC HEART DECORATION,-34,-28.9,2
22306,SILVER MUG BONE CHINA TREE OF LIFE,-17,-28.7,4
20803,SMALL PINK GLASS SUNDAE DISH,-68,-28.56,2
22466,FAIRY TALE COTTAGE NIGHT LIGHT,-17,-28.05,1
85040A,S/4 PINK FLOWER CANDLES IN BOWL,-17,-28.05,8
22329,ROUND CONTAINER SET OF 5 RETROSPOT,-17,-28.05,3
22662,LUNCH BAG DOLLY GIRL DESIGN,-17,-28.049999999999997,8
21899,"KEY FOB , GARAGE DESIGN",-43,-27.95,4
85180A,RED HEARTS LIGHT CHAIN,-6,-27.9,1
37370,RETRO COFFEE MUGS ASSORTED,-23,-27.8,5
20704,MR ROBOT SOFT TOY,-4,-27.8,1
21874,GIN AND TONIC MUG,-22,-27.71,7
20717,STRAWBERRY SHOPPER BAG,-22,-27.5,2
21232,STRAWBERRY CERAMIC TRINKET POT,-22,-27.5,5
20676,RED RETROSPOT BOWL,-22,-27.5,3
23149,ANTIQUE IVORY WIRE BOWL SMALL,-11,-27.39,2
84375,SET OF 20 KIDS COOKIE CUTTERS,-13,-27.300000000000004,2
21907,I'M ON HOLIDAY METAL SIGN,-13,-27.300000000000004,2
21903,MAN FLU METAL SIGN,-13,-27.300000000000004,2
22745,POPPY'S PLAYHOUSE BEDROOM,-13,-27.299999999999997,3
22432,WATERING CAN PINK BUNNY,-14,-27.299999999999997,3
71038,WHITE HANGING BEADS CANDLE HOLDER,-5,-27.25,2
84849A,HELLO SAILOR BLUE SOAP HOLDER,-16,-27.04,1
21349,IVY HEART WREATH,-4,-27.0,1
21581,SKULLS  DESIGN  COTTON TOTE BAG,-12,-27.0,1
23293,SET OF 12 FAIRY CAKE BAKING CASES,-32,-26.56,5
21743,STAR PORTABLE TABLE LIGHT,-9,-26.55,2
21213,PACK OF 72 SKULL CAKE CASES,-48,-26.4,1
22672,FRENCH BATHROOM SIGN BLUE METAL,-16,-26.4,3
23660,HENRIETTA HEN MUG,-16,-26.4,4
23395,BELLE JARDINIERE CUSHION COVER,-7,-26.25,5
84279B,CHERRY BLOSSOM DECORATIVE FLASK,-7,-26.25,3
22856,ASSORTED EASTER DECORATIONS  BELLS,-21,-26.25,2
23527,WALL ART ANIMALS AND NATURE,-7,-26.25,2
23292,SPACEBOY CHILDRENS CUP,-21,-26.25,6
23409,PHOTO FRAME LINEN AND LACE LARGE,-7,-26.25,2
23152,IVORY SWEETHEART WIRE LETTER RACK,-7,-26.25,3
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,-22,-26.240000000000002,4
72818,CHRISTMAS DECOUPAGE CANDLE,-36,-25.92,1
22270,HAPPY EASTER HANGING DECORATION,-7,-25.89,3
23089,GLASS BON BON JAR,-15,-25.65,7
82001S,VINYL RECORD FRAME SILVER,-7,-25.53,4
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,-6,-25.5,3
21411,GINGHAM HEART  DOORSTOP RED,-6,-25.5,1
90185A,AMBER DIAMANTE EXPANDABLE RING,-6,-25.5,1
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,-6,-25.5,1
21244,BLUE POLKADOT PLATE,-15,-25.349999999999998,3
22417,PACK OF 60 SPACEBOY CAKE CASES,-46,-25.299999999999997,2
22746,POPPY'S PLAYHOUSE LIVINGROOM,-12,-25.2,2
22664,TOY TIDY DOLLY GIRL DESIGN,-12,-25.2,3
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,-36,-25.08,2
21289,LARGE STRIPES CHOCOLATE GIFT BAG,-20,-25.0,2
21714,CITRONELLA CANDLE GARDEN POT,-20,-25.0,5
23094,LE GRAND TRAY CHIC SET,-2,-25.0,2
23335,EGG FRYING PAN IVORY,-12,-24.96,2
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",-1,-24.95,1
23131,MISTLETOE HEART WREATH CREAM,-6,-24.9,2
37500,TEA TIME TEAPOT IN GIFT BOX,-3,-24.849999999999998,3
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,-15,-24.75,1
85127,SMALL SQUARE CUT GLASS CANDLESTICK,-5,-24.75,1
22505,MEMO BOARD COTTAGE DESIGN,-5,-24.75,5
23049,RECYCLED ACAPULCO MAT RED,-3,-24.75,2
22652,TRAVEL SEWING KIT,-15,-24.75,5
22914,BLUE COAT RACK PARIS FASHION,-5,-24.75,4
22860,EASTER TIN CHICKS PINK DAISY,-15,-24.75,2
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,-17,-24.449999999999996,4
22691,DOORMAT WELCOME SUNRISE,-3,-24.15,2
48116,DOORMAT MULTICOLOUR STRIPE,-3,-24.15,2
22196,SMALL HEART MEASURING SPOONS,-29,-24.13,4
20801,LARGE PINK GLASS SUNDAE DISH,-32,-24.0,2
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,-17,-23.89,6
22692,DOORMAT WELCOME TO OUR HOME,-3,-23.85,2
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,-3,-23.85,2
48194,DOORMAT HEARTS,-3,-23.85,2
84631,FRUIT TREE AND BIRDS WALL PLAQUE,-3,-23.85,2
84687,BEACH HUT SHELF W 3 DRAWERS,-4,-23.8,3
21755,LOVE BUILDING BLOCK WORD,-4,-23.8,2
22499,WOODEN UNION JACK BUNTING,-4,-23.8,2
84820,DANISH ROSE TRINKET TRAYS,-4,-23.8,1
23536,WALL ART VILLAGE SHOW,-4,-23.8,1
22600,CHRISTMAS RETROSPOT STAR WOOD,-28,-23.799999999999997,3
85194L,HANGING SPRING FLOWER EGG LARGE,-28,-23.799999999999997,3
22460,EMBOSSED GLASS TEALIGHT HOLDER,-19,-23.75,6
84946,ANTIQUE SILVER TEA GLASS ETCHED,-19,-23.75,4
23013,GLASS APOTHECARY BOTTLE TONIC,-6,-23.7,3
21313,GLASS HEART T-LIGHT HOLDER,-31,-23.62,10
22358,KINGS CHOICE TEA CADDY,-8,-23.6,4
22271,FELTCRAFT DOLL ROSIE,-8,-23.6,2
22454,MEASURING TAPE BABUSHKA RED,-8,-23.6,1
22744,MAKE YOUR OWN MONSOON CARD KIT,-8,-23.6,2
22246,MAGIC GARDEN FELT GARLAND,-12,-23.4,1
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,-20,-23.3,2
20854,BLUE PATCH PURSE PINK HEART,-14,-23.1,1
23132,SMALL IVORY HEART WALL ORGANISER,-4,-23.0,3
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,-27,-22.95,2
20794,BLUE  TILE HOOK,-9,-22.95,2
84997C,CHILDRENS CUTLERY POLKADOT BLUE,-6,-22.9,2
23427,STOOL HOME SWEET HOME,-2,-22.9,2
84050,PINK HEART SHAPE EGG FRYING PAN,-14,-22.7,3
21829,DINOSAUR KEYRINGS ASSORTED,-108,-22.68,1
23523,WALL ART TREASURE AHOY,-6,-22.5,1
23524,WALL ART HORSE & PONY,-6,-22.5,1
84997B,CHILDRENS CUTLERY RETROSPOT RED,-6,-22.5,1
21579,LOLITA  DESIGN  COTTON TOTE BAG,-10,-22.5,3
85059,FRENCH ENAMEL WATER BASIN,-8,-22.5,2
22750,FELTCRAFT PRINCESS LOLA DOLL,-6,-22.5,2
23525,WALL ART BUFFALO BILL,-6,-22.5,1
23119,PACK OF 6 LARGE FRUIT STRAWS,-36,-22.32,2
15039,SANDALWOOD FAN,-26,-22.099999999999998,3
22219,LOVEBIRD HANGING DECORATION WHITE,-26,-22.099999999999998,3
22065,CHRISTMAS PUDDING TRINKET POT,-22,-22.02,8
23147,SINGLE ANTIQUE ROSE HOOK IVORY,-15,-21.75,6
84987,SET OF 36 TEATIME PAPER DOILIES,-15,-21.75,3
22150,3 STRIPEY MICE FELTCRAFT,-11,-21.45,4
22068,BLACK PIRATE TREASURE CHEST,-13,-21.45,2
22736,RIBBON REEL MAKING SNOWMEN,-13,-21.45,2
22284,HEN HOUSE DECORATION,-13,-21.45,2
23188,VINTAGE  2 METER FOLDING RULER,-13,-21.45,2
22663,JUMBO BAG DOLLY GIRL DESIGN,-11,-21.45,2
22852,DOG BOWL VINTAGE CREAM,-5,-21.25,2
35971,ROSE FOLKART HEART DECORATIONS,-17,-21.25,2
21498,RED RETROSPOT WRAP,-50,-21.0,2
22052,VINTAGE CARAVAN GIFT WRAP,-50,-21.0,2
22710,WRAP I LOVE LONDON,-50,-21.0,2
22704,WRAP RED APPLES,-50,-21.0,2
22711,WRAP CIRCUS PARADE,-50,-21.0,2
22428,ENAMEL FIRE BUCKET CREAM,-3,-20.85,2
35648,VINTAGE BEAD PINK PURSE,-25,-20.75,2
85034A,3 GARDENIA MORRIS BOXED CANDLES,-7,-20.75,3
22311,OFFICE MUG WARMER BLACK+SILVER,-7,-20.650000000000002,2
90201B,BLACK ENAMEL FLOWER RING,-7,-20.650000000000002,2
22318,FIVE HEART HANGING DECORATION,-7,-20.650000000000002,2
22274,FELTCRAFT DOLL EMILY,-7,-20.650000000000002,2
22995,TRAVEL CARD WALLET SUKI,-49,-20.580000000000002,3
22599,CHRISTMAS MUSICAL ZINC STAR,-24,-20.4,1
21716,BOYS VINTAGE TIN SEASIDE BUCKET,-8,-20.4,1
21165,BEWARE OF THE CAT METAL SIGN,-12,-20.28,1
84970S,HANGING HEART ZINC T-LIGHT HOLDER,-25,-20.2,6
22155,STAR DECORATION RUSTIC,-48,-20.16,1
22537,MAGIC DRAWING SLATE DINOSAUR,-48,-20.16,1
22535,MAGIC DRAWING SLATE BUNNIES,-48,-20.16,1
21199,PINK  HEART CONFETTI IN TUBE,-48,-20.16,1
21830,ASSORTED CREEPY CRAWLIES,-48,-20.16,2
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,-48,-20.16,2
22449,SILK PURSE BABUSHKA PINK,-6,-20.1,1
20802,SMALL GLASS SUNDAE DISH CLEAR,-39,-20.07,2
22251,BIRDHOUSE DECORATION MAGIC GARDEN,-16,-20.0,3
23086,ZINC  STAR T-LIGHT HOLDER,-16,-20.0,1
20978,36 PENCILS TUBE SKULLS,-16,-20.0,1
23372,SET 36 COLOUR PENCILS DOLLY GIRL,-16,-20.0,1
23016,GLASS TWIST BON BON JAR,-3,-19.950000000000003,1
21034,REX CASH+CARRY JUMBO SHOPPER,-21,-19.95,3
23222,CHRISTMAS TREE HANGING GOLD,-24,-19.92,2
23353,6 GIFT TAGS VINTAGE CHRISTMAS,-24,-19.92,2
21784,SHOE SHINE BOX,-2,-19.9,1
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,-2,-19.9,1
22221,CAKE STAND LOVEBIRD 2 TIER PINK,-2,-19.9,2
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,-16,-19.81,3
70007,HI TEC ALPINE HAND WARMER,-12,-19.8,1
22913,RED COAT RACK PARIS FASHION,-4,-19.8,2
22075,6 RIBBONS ELEGANT CHRISTMAS,-12,-19.8,1
90170,DAISY HAIR BAND,-12,-19.8,1
22074,6 RIBBONS SHIMMERING PINKS,-12,-19.8,1
35651,VINTAGE BEAD PINK SCARF,-12,-19.8,1
22295,HEART FILIGREE DOVE LARGE,-12,-19.8,1
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,-4,-19.8,1
21911,GARDEN METAL SIGN,-12,-19.8,1
22163,HEART STRING MEMO HOLDER HANGING,-25,-19.75,2
23142,IVORY WIRE KITCHEN ORGANISER,-2,-19.55,2
22853,CAT BOWL VINTAGE CREAM,-6,-19.5,1
22468,BABUSHKA LIGHTS STRING OF 10,-3,-19.45,2
20985,HEART CALCULATOR,-16,-19.43,3
35965,FOLKART HEART NAPKIN RINGS,-24,-18.96,1
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,-24,-18.96,1
23196,VINTAGE LEAF MAGNETIC NOTEPAD,-13,-18.849999999999998,3
21172,PARTY METAL SIGN,-13,-18.849999999999998,2
84988,SET OF 72 PINK HEART PAPER DOILIES,-13,-18.849999999999998,2
22204,MILK PAN BLUE POLKADOT,-5,-18.75,2
21746,SMALL RED RETROSPOT WINDMILL,-15,-18.75,3
85049E,SCANDINAVIAN REDS RIBBONS,-15,-18.75,2
23406,HOME SWEET HOME KEY HOLDER,-3,-18.75,2
23423,PANTRY 3 HOOK ROLLING PIN HANGER,-5,-18.75,3
21470,FLOWER VINE RAFFIA FOOD COVER,-5,-18.75,2
23265,SET OF 3 WOODEN TREE DECORATIONS,-15,-18.75,2
23436,VINTAGE CHRISTMAS GIFT BAG LARGE,-15,-18.75,2
23087,ZINC  HEART T-LIGHT HOLDER,-15,-18.75,1
23401,RUSTIC MIRROR WITH LACE HEART,-3,-18.75,3
21811,HANGING HEART WITH BELL,-48,-18.72,1
84422,PINK/BLUE DISC/MIRROR STRING,-48,-18.72,1
21788,KIDS RAIN MAC BLUE,-22,-18.5,3
22377,BOTTLE BAG RETROSPOT,-9,-18.45,2
21890,S/6 WOODEN SKITTLES IN COTTON BAG,-6,-18.4,5
85194S,HANGING SPRING FLOWER EGG SMALL,-29,-18.39,3
85047,WHITE BEADED GARLAND STRING 20LIGHT,-3,-18.25,2
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,-96,-18.24,1
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,-11,-18.15,3
22544,MINI JIGSAW SPACEBOY,-43,-18.06,1
21056,DOCTOR'S BAG SOFT TOY,-2,-17.9,2
78033,FLAG OF ST GEORGE CHAIR,-3,-17.85,2
21239,PINK  POLKADOT CUP,-21,-17.85,2
90070,RUBY GLASS CLUSTER BRACELET,-3,-17.85,1
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,-7,-17.85,2
22276,WASH BAG VINTAGE ROSE PAISLEY,-7,-17.85,2
21872,GLAMOROUS  MUG,-16,-17.72,2
90182C,BLACK 3 BEAD DROP EARRINGS,-6,-17.700000000000003,1
90183A,AMBER DROP EARRINGS W LONG BEADS,-6,-17.700000000000003,1
90177E,DROP DIAMANTE EARRINGS GREEN,-6,-17.700000000000003,1
90201C,RED ENAMEL FLOWER RING,-6,-17.700000000000003,1
20898,VINTAGE NOTEBOOK TRAVELOGUE,-6,-17.700000000000003,1
23597,PAPER BUNTING PAISLEY PARK,-6,-17.700000000000003,1
21164,HOME SWEET HOME METAL SIGN,-6,-17.700000000000003,1
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,-6,-17.700000000000003,1
22911,PAPER CHAIN KIT LONDON,-6,-17.700000000000003,3
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,-6,-17.700000000000003,1
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,-6,-17.700000000000003,5
90202A,PURPLE ENAMEL FLOWER HAIR TIE,-6,-17.700000000000003,1
90177A,CLASSIC DIAMANTE EARRINGS JET,-6,-17.700000000000003,1
90168,2 DAISIES HAIR COMB,-6,-17.700000000000003,1
22495,SET OF 2 ROUND TINS CAMEMBERT,-6,-17.700000000000003,1
72799E,IVORY PILLAR CANDLE SILVER FLOCK,-6,-17.700000000000003,1
90177D,DROP DIAMANTE EARRINGS PURPLE,-6,-17.700000000000003,1
90202C,GREEN ENAMEL FLOWER HAIR TIE,-6,-17.700000000000003,1
90202B,WHITE ENAMEL FLOWER HAIR TIE,-6,-17.700000000000003,1
90202D,PINK ENAMEL FLOWER HAIR TIE,-6,-17.700000000000003,1
90177C,DROP DIAMANTE EARRINGS CRYSTAL,-6,-17.700000000000003,1
47594A,CAROUSEL DESIGN WASHBAG,-9,-17.55,5
21926,RED/CREAM STRIPE CUSHION COVER,-14,-17.5,2
22731,3D CHRISTMAS STAMPS STICKERS,-14,-17.5,1
85049G,CHOCOLATE BOX RIBBONS,-14,-17.5,2
23425,STORAGE TIN HOME SWEET HOME,-7,-17.43,3
22647,CERAMIC LOVE HEART MONEY BANK,-12,-17.4,1
23138,SINGLE WIRE HOOK IVORY HEART,-12,-17.4,1
22340,NOEL GARLAND PAINTED ZINC,-12,-17.4,1
23497,CLASSIC CHROME BICYCLE BELL,-12,-17.4,1
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,-12,-17.4,1
23139,SINGLE WIRE HOOK PINK HEART,-12,-17.4,1
21984,PACK OF 12 PINK PAISLEY TISSUES,-60,-17.4,2
22949,36 DOILIES DOLLY GIRL,-12,-17.4,1
23426,METAL SIGN DROP YOUR PANTS,-6,-17.34,1
23518,EMBROIDERED RIBBON REEL RACHEL,-6,-17.34,1
22248,DECORATION  PINK CHICK MAGIC GARDEN,-20,-17.0,2
22215,CAKE STAND WHITE TWO TIER LACE,-2,-17.0,2
90024B,NEW BAROQUE B'FLY NECKLACE RED,-2,-17.0,1
84609,TALL ROCOCO CANDLE HOLDER,-2,-17.0,1
84819,DANISH ROSE ROUND SEWING BOX,-4,-17.0,2
84840,SWEETHEART CARRY-ALL BASKET,-2,-17.0,1
22194,BLACK DINER WALL CLOCK,-2,-17.0,1
22184,CAKE STAND VICTORIAN FILIGREE LARGE,-2,-17.0,2
21789,KIDS RAIN MAC PINK,-20,-17.0,2
22374,AIRLINE BAG VINTAGE JET SET RED,-4,-17.0,3
23244,ROUND STORAGE TIN VINTAGE LEAF,-9,-16.95,5
22339,CHRISTMAS TREE PAINTED ZINC,-31,-16.93,2
79160,HEART SHAPE WIRELESS DOORBELL,-8,-16.8,3
21749,LARGE RED RETROSPOT WINDMILL,-8,-16.8,3
21318,GLASS CHALICE BLUE SMALL,-17,-16.71,5
23461,SWEETHEART BIRD HOUSE,-4,-16.6,1
23469,CARD HOLDER LOVE BIRD SMALL,-4,-16.6,2
23445,ICE CREAM BUBBLES,-20,-16.599999999999998,1
23583,LUNCH BAG PAISLEY PARK,-10,-16.5,1
22081,RIBBON REEL FLORA + FAUNA,-10,-16.5,1
20856,DENIM PATCH PURSE PINK BUTTERFLY,-10,-16.5,1
23051,RECYCLED ACAPULCO MAT BLUE,-2,-16.5,2
21934,SKULL SHOULDER BAG,-10,-16.5,1
23541,WALL ART CLASSIC PUDDINGS,-2,-16.5,1
22080,RIBBON REEL POLKADOTS,-10,-16.5,1
22858,EASTER TIN KEEPSAKE,-10,-16.5,3
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,-10,-16.5,1
23187,FRENCH STYLE STORAGE JAR BONBONS,-37,-16.49,4
23000,TRAVEL CARD WALLET TRANSPORT,-39,-16.38,4
23428,IVORY RETRO KITCHEN WALL CLOCK,-2,-16.3,1
22674,FRENCH TOILET SIGN BLUE METAL,-13,-16.25,2
85118,HEART T-LIGHT HOLDER,-13,-16.25,2
22684,FRENCH BLUE METAL DOOR SIGN 9,-13,-16.25,3
22976,CIRCUS PARADE CHILDRENS EGG CUP,-13,-16.25,2
21892,TRADITIONAL WOODEN CATCH CUP GAME,-13,-16.25,2
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,-13,-16.25,2
22414,DOORMAT NEIGHBOURHOOD WITCH,-2,-16.2,2
20981,12 PENCILS TALL TUBE WOODLAND,-19,-16.15,4
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,-4,-16.12,4
21208,PASTEL COLOUR HONEYCOMB FAN,-41,-15.989999999999998,4
22142,CHRISTMAS CRAFT WHITE FAIRY,-11,-15.95,2
21976,PACK OF 60 MUSHROOM CAKE CASES,-29,-15.95,2
48111,DOORMAT 3 SMILEY CATS,-2,-15.9,1
22443,GROW YOUR OWN HERBS SET OF 3,-2,-15.9,2
22365,DOORMAT RESPECTABLE HOUSE,-2,-15.9,1
21577,SAVE THE PLANET COTTON TOTE BAG,-7,-15.75,2
