id_cliente,ultima_compra,frequencia_pedidos,valor_total_gasto,dias_ultima_compra,score_recencia,score_frequencia,score_monetario,score_rfm_total
15184,2011-11-10 13:41:00,2,402.2,28,4,1,2,7.0
15185,2011-09-30 14:06:00,1,310.62,69,3,1,2,6.0
15186,2011-11-25 14:58:00,2,411.41,13,4,1,2,7.0
15187,2011-12-08 11:56:00,18,4670.08,1,5,1,5,11.0
15189,2011-12-08 13:22:00,53,15802.14,0,5,1,5,11.0
15192,2011-08-12 11:41:00,3,1044.32,119,2,1,4,7.0
15193,2011-10-10 08:23:00,1,499.32,60,3,1,3,7.0
15194,2011-12-06 15:10:00,22,7521.17,2,5,1,5,11.0
15195,2011-12-07 12:20:00,1,3861.0,2,5,1,5,11.0
15197,2011-12-01 08:14:00,5,656.44,8,5,1,3,9.0
15198,2011-09-08 14:42:00,2,193.64,91,2,1,1,4.0
15199,2011-10-11 15:12:00,4,1268.7,58,3,1,4,8.0
15201,2011-09-22 09:53:00,11,927.84,78,2,1,4,7.0
15203,2011-11-14 08:16:00,6,1827.8,25,4,1,4,9.0
15204,2010-12-17 13:49:00,1,316.58,356,1,1,2,4.0
15205,2011-09-15 19:36:00,3,648.8299999999999,84,2,1,3,6.0
15206,2011-11-29 13:41:00,4,420.3,9,5,1,2,8.0
15208,2011-12-08 17:24:00,6,867.62,0,5,1,3,9.0
15210,2011-04-28 16:11:00,1,331.18,224,1,1,2,4.0
15211,2011-10-10 13:31:00,2,894.4100000000001,59,3,1,3,7.0
15212,2011-04-14 13:12:00,2,88.95,238,1,1,1,3.0
15213,2011-01-25 12:25:00,3,325.05,318,1,1,2,4.0
15214,2011-12-08 12:07:00,8,1661.44,1,5,1,4,10.0
15215,2011-10-26 12:28:00,6,615.99,44,3,1,3,7.0
15216,2011-09-13 11:41:00,1,96.6,87,2,1,1,4.0
15218,2011-11-29 11:48:00,11,5756.89,10,5,1,5,11.0
15219,2011-06-16 16:57:00,1,305.75,175,2,1,2,5.0
15220,2011-10-19 12:39:00,7,1758.92,51,3,1,4,8.0
15221,2010-12-08 13:08:00,2,114.1,365,1,1,1,3.0
15222,2011-01-25 08:03:00,1,585.0,318,1,1,3,5.0
15223,2011-04-28 11:31:00,3,454.90000000000003,225,1,1,2,4.0
15224,2010-12-16 15:02:00,3,310.48,357,1,1,2,4.0
15225,2011-04-19 14:51:00,1,409.40000000000003,233,1,1,2,4.0
15226,2011-02-02 11:41:00,1,154.41,310,1,1,1,3.0
15227,2011-11-03 11:59:00,5,1219.4,36,3,1,4,8.0
15228,2011-10-04 13:56:00,5,3376.96,65,3,1,5,9.0
15230,2011-04-14 14:39:00,2,429.6,238,1,1,2,4.0
15232,2011-08-18 16:27:00,2,612.06,112,2,1,3,6.0
15234,2011-03-08 08:53:00,1,197.0,276,1,1,1,3.0
15235,2011-05-06 09:44:00,12,2247.51,217,1,1,5,7.0
15236,2011-02-14 10:52:00,1,321.05,298,1,1,2,4.0
15237,2011-12-08 09:46:00,4,1412.32,1,5,1,4,10.0
15238,2011-11-10 14:28:00,5,1056.54,28,4,1,4,9.0
15239,2011-11-29 14:14:00,3,764.34,9,5,1,3,9.0
15240,2011-10-26 09:50:00,7,1685.57,44,3,1,4,8.0
15241,2011-10-04 09:05:00,9,1738.59,66,3,1,4,8.0
15243,2011-09-26 14:12:00,1,316.68,73,2,1,2,5.0
15244,2011-10-05 13:19:00,2,631.57,64,3,1,3,7.0
15245,2011-07-28 18:56:00,3,2515.84,133,2,1,5,8.0
15246,2011-04-15 14:45:00,2,514.15,237,1,1,3,5.0
15247,2011-08-09 12:52:00,1,356.0,121,2,1,2,5.0
15249,2011-11-08 11:45:00,15,6657.360000000001,31,4,1,5,10.0
15251,2011-11-30 15:02:00,15,10327.11,8,5,1,5,11.0
15252,2011-11-03 13:30:00,2,740.78,35,3,1,3,7.0
15253,2011-11-23 16:22:00,6,915.3,15,4,1,4,9.0
15254,2011-08-04 15:04:00,1,300.36,126,2,1,2,5.0
15255,2011-10-04 12:43:00,1,890.85,66,3,1,3,7.0
15256,2011-07-14 11:47:00,1,98.45,148,2,1,1,4.0
15257,2011-03-03 13:57:00,2,232.14999999999998,280,1,1,1,3.0
15258,2011-06-24 12:30:00,2,623.16,168,2,1,3,6.0
15260,2011-08-31 13:55:00,8,1780.77,99,2,1,4,7.0
15261,2011-07-27 15:20:00,1,254.82,134,2,1,2,5.0
15262,2011-01-20 12:16:00,1,178.95000000000002,323,1,1,1,3.0
15263,2011-08-25 10:26:00,1,156.51,106,2,1,1,4.0
15264,2011-10-06 13:49:00,1,393.74,63,3,1,2,6.0
15265,2011-07-11 14:46:00,2,1506.1200000000001,150,2,1,4,7.0
15266,2011-01-05 13:40:00,1,119.3,337,1,1,1,3.0
15267,2011-11-17 15:59:00,5,1717.36,21,4,1,4,9.0
15269,2011-11-16 09:32:00,1,408.8,23,4,1,2,7.0
15270,2011-11-24 09:24:00,9,2298.2,15,4,1,5,10.0
15271,2011-12-02 14:11:00,16,2472.09,6,5,1,5,11.0
15272,2011-10-13 12:59:00,2,721.94,56,3,1,3,7.0
15274,2011-12-05 16:57:00,2,716.57,3,5,1,3,9.0
15275,2011-11-08 17:54:00,2,609.19,30,4,1,3,8.0
15276,2011-10-04 16:39:00,1,128.63,65,3,1,1,5.0
15277,2011-10-24 10:08:00,1,255.89999999999998,46,3,1,2,6.0
15279,2010-12-20 10:48:00,2,277.41,354,1,1,2,4.0
15280,2011-06-20 17:14:00,1,113.12,171,2,1,1,4.0
15281,2011-10-12 09:10:00,12,2239.95,58,3,1,5,9.0
15286,2011-10-21 11:08:00,1,240.55,49,3,1,2,6.0
15287,2011-11-17 15:34:00,3,485.24,21,4,1,3,8.0
15288,2011-10-27 16:58:00,5,2306.52,42,3,1,5,9.0
15289,2011-11-10 13:49:00,4,935.1,28,4,1,4,9.0
15290,2011-12-05 11:39:00,21,7803.7699999999995,4,5,1,5,11.0
15291,2011-11-14 11:02:00,20,4596.51,25,4,1,5,10.0
15292,2011-05-22 15:00:00,1,178.39,200,1,1,1,3.0
15296,2011-10-26 16:33:00,10,3610.31,43,3,1,5,9.0
15297,2011-11-29 16:32:00,4,635.0400000000001,9,5,1,3,9.0
15298,2011-12-07 17:17:00,14,3774.1,1,5,1,5,11.0
15299,2011-10-03 14:19:00,11,3787.09,66,3,1,5,9.0
15300,2011-10-06 17:08:00,1,496.44,63,3,1,3,7.0
15301,2011-10-20 09:57:00,14,5007.72,50,3,1,5,9.0
15303,2011-02-22 13:59:00,1,574.02,289,1,1,3,5.0
15304,2011-10-10 10:23:00,10,680.3,60,3,1,3,7.0
15306,2011-10-06 12:56:00,3,1174.3500000000001,63,3,1,4,8.0
15307,2011-09-05 11:38:00,1,205.3,95,2,1,1,4.0
15308,2011-03-14 12:24:00,2,302.27,270,1,1,2,4.0
15311,2011-12-09 12:00:00,118,59284.19,0,5,1,5,11.0
15312,2011-09-25 13:10:00,5,921.1,74,2,1,4,7.0
15313,2011-08-21 16:02:00,1,52.0,109,2,1,1,4.0
15314,2011-05-24 14:39:00,1,327.97,198,1,1,2,4.0
15315,2011-10-06 12:51:00,3,551.54,63,3,1,3,7.0
15316,2011-01-17 11:34:00,1,165.0,326,1,1,1,3.0
15318,2011-12-06 11:30:00,1,312.62,3,5,1,2,8.0
15319,2011-03-01 12:48:00,1,204.5,283,1,1,1,3.0
15320,2011-10-26 13:27:00,1,267.13,43,3,1,2,6.0
15321,2011-10-21 13:58:00,4,2663.48,48,3,1,5,9.0
15322,2011-10-06 20:38:00,2,602.97,63,3,1,3,7.0
15325,2011-08-28 11:55:00,1,161.74,103,2,1,1,4.0
15326,2011-01-10 11:38:00,1,311.71,333,1,1,2,4.0
15327,2011-10-18 11:55:00,1,208.75,52,3,1,1,5.0
15329,2011-11-04 12:56:00,5,1005.5,34,3,1,4,8.0
15330,2011-11-07 17:50:00,2,714.9599999999999,31,4,1,3,8.0
15332,2010-12-08 14:43:00,4,1661.06,365,1,1,4,6.0
15333,2011-05-15 13:27:00,1,1028.56,207,1,1,4,6.0
15334,2011-07-06 11:22:00,3,350.82,156,2,1,2,5.0
15335,2011-10-17 12:50:00,1,170.22,53,3,1,1,5.0
15339,2011-10-04 12:51:00,3,557.57,65,3,1,3,7.0
15341,2011-09-20 09:40:00,1,2020.52,80,2,1,5,8.0
15342,2011-08-15 16:20:00,2,391.76,115,2,1,2,5.0
15343,2011-09-13 13:55:00,1,364.5,86,2,1,2,5.0
15344,2011-12-09 10:45:00,5,476.58,0,5,1,3,9.0
15345,2011-11-04 13:24:00,2,367.69,34,3,1,2,6.0
15346,2011-01-11 11:18:00,1,252.42000000000002,332,1,1,2,4.0
15347,2010-12-08 15:25:00,1,201.60000000000002,365,1,1,1,3.0
15348,2011-09-28 13:17:00,1,158.04,71,2,1,1,4.0
15349,2011-07-04 16:06:00,2,463.91,157,2,1,3,6.0
15350,2010-12-01 13:33:00,1,115.65,372,1,1,1,3.0
15351,2011-11-27 12:52:00,10,1836.69,11,4,1,4,9.0
15353,2011-03-30 12:15:00,2,770.12,254,1,1,3,5.0
15355,2011-11-10 13:44:00,2,277.05,28,4,1,2,7.0
15356,2011-11-08 13:11:00,10,2718.03,30,4,1,5,10.0
15358,2011-12-05 09:04:00,29,8235.65,4,5,1,5,11.0
15360,2011-10-31 09:35:00,1,427.93,39,3,1,2,6.0
15361,2010-12-13 09:52:00,1,418.92,361,1,1,2,4.0
15363,2011-04-12 15:48:00,2,318.05,240,1,1,2,4.0
15364,2011-09-05 09:46:00,2,913.19,95,2,1,4,7.0
15365,2011-11-14 08:29:00,9,1330.45,25,4,1,4,9.0
15366,2011-09-25 15:01:00,2,602.51,74,2,1,3,6.0
15367,2011-10-13 14:13:00,5,1867.69,56,3,1,4,8.0
15368,2011-11-18 14:42:00,1,446.94000000000005,20,4,1,2,7.0
15369,2011-07-18 15:11:00,1,-1592.49,143,2,1,1,4.0
15370,2011-10-30 10:58:00,8,2360.55,40,3,1,5,9.0
15372,2011-07-25 16:39:00,1,2007.4,136,2,1,5,8.0
15373,2011-12-01 15:05:00,13,2213.11,7,5,1,5,11.0
15374,2011-08-03 09:59:00,1,168.0,128,2,1,1,4.0
15376,2011-10-30 15:04:00,3,1221.56,39,3,1,4,8.0
15379,2011-06-23 13:13:00,8,3631.8900000000003,168,2,1,5,8.0
15380,2011-12-01 12:13:00,6,1682.36,8,5,1,4,10.0
15381,2011-05-10 11:55:00,2,596.85,213,1,1,3,5.0
15382,2011-11-25 10:58:00,8,5927.86,14,4,1,5,10.0
15384,2011-06-23 10:57:00,3,635.76,169,2,1,3,6.0
15385,2011-10-30 15:11:00,1,316.88,39,3,1,2,6.0
15386,2011-06-06 13:47:00,1,394.14,185,1,1,2,4.0
15388,2011-03-14 13:53:00,1,140.54,269,1,1,1,3.0
15389,2011-06-20 16:18:00,1,500.0,171,2,1,3,6.0
15392,2011-12-05 11:01:00,5,1515.73,4,5,1,4,10.0
15393,2011-11-23 16:48:00,2,231.86,15,4,1,1,6.0
15394,2011-11-30 11:49:00,4,2183.54,9,5,1,5,11.0
15395,2011-01-18 12:40:00,1,107.45,325,1,1,1,3.0
15396,2011-08-19 10:56:00,1,288.18,112,2,1,2,5.0
15397,2011-02-23 09:25:00,1,94.0,289,1,1,1,3.0
15398,2011-11-23 16:47:00,3,1339.63,15,4,1,4,9.0
15399,2011-12-08 13:04:00,3,815.77,0,5,1,3,9.0
15400,2011-09-08 13:57:00,6,666.7,91,2,1,3,6.0
15402,2011-07-14 12:17:00,2,626.77,148,2,1,3,6.0
15405,2011-06-03 14:44:00,1,349.1,188,1,1,2,4.0
15406,2011-11-21 16:14:00,4,426.61,17,4,1,2,7.0
15407,2011-11-06 11:55:00,4,1046.74,33,3,1,4,8.0
15408,2011-03-20 15:02:00,1,267.18,263,1,1,2,4.0
15410,2011-09-16 14:47:00,8,3450.84,83,2,1,5,8.0
15411,2011-11-13 15:19:00,5,1336.43,25,4,1,4,9.0
15412,2011-06-21 15:24:00,1,190.53,170,2,1,1,4.0
15414,2011-11-30 09:50:00,3,774.9000000000001,9,5,1,3,9.0
15415,2011-01-30 14:13:00,1,559.61,312,1,1,3,5.0
15416,2011-10-06 09:38:00,5,3974.37,64,3,1,5,9.0
15417,2011-09-15 15:26:00,1,508.8,84,2,1,3,6.0
15419,2011-11-15 09:23:00,1,135.86,24,4,1,1,6.0
15421,2011-10-12 09:20:00,4,950.36,58,3,1,4,8.0
15422,2011-01-20 16:17:00,2,97.7,322,1,1,1,3.0
15423,2011-11-01 14:01:00,1,43.5,37,3,1,1,5.0
15424,2011-03-30 13:02:00,2,383.34,253,1,1,2,4.0
15426,2011-11-20 15:36:00,7,1386.58,18,4,1,4,9.0
15427,2011-11-06 14:29:00,3,1430.54,32,3,1,4,8.0
15428,2011-11-24 16:54:00,1,93.78,14,4,1,1,6.0
15429,2011-11-13 12:28:00,3,364.9,26,4,1,2,7.0
15432,2011-11-16 16:30:00,1,171.19000000000003,22,4,1,1,6.0
15433,2011-09-21 16:24:00,3,417.87,78,2,1,2,5.0
15434,2011-12-01 13:33:00,6,997.48,7,5,1,4,10.0
15435,2011-11-17 16:39:00,1,149.29,21,4,1,1,6.0
15436,2011-11-27 16:05:00,3,1067.75,11,4,1,4,9.0
15437,2011-03-22 13:11:00,1,200.16,261,1,1,1,3.0
15438,2011-07-31 14:19:00,1,156.57999999999998,130,2,1,1,4.0
15440,2011-10-16 12:16:00,3,383.68,54,3,1,2,6.0
15442,2011-04-05 12:24:00,1,594.0,248,1,1,3,5.0
15443,2011-12-08 10:40:00,8,3188.84,1,5,1,5,11.0
15444,2011-11-30 17:37:00,2,1411.21,8,5,1,4,10.0
15445,2011-03-20 15:06:00,1,113.5,263,1,1,1,3.0
15447,2011-01-13 11:26:00,1,155.17000000000002,330,1,1,1,3.0
15448,2011-01-31 10:42:00,1,494.64,312,1,1,3,5.0
15449,2011-11-13 15:02:00,5,971.22,25,4,1,4,9.0
15450,2011-11-09 17:11:00,1,429.84,29,4,1,2,7.0
15452,2011-11-10 12:13:00,3,528.48,29,4,1,3,8.0
15453,2011-12-08 10:59:00,7,1371.77,1,5,1,4,10.0
15454,2010-12-12 14:21:00,1,179.1,361,1,1,1,3.0
15456,2011-03-01 13:51:00,3,434.59,282,1,1,2,4.0
15457,2011-03-22 15:31:00,1,237.07,261,1,1,2,4.0
15458,2011-11-14 13:08:00,1,161.64,24,4,1,1,6.0
15460,2010-12-20 16:08:00,1,214.26,353,1,1,1,3.0
15462,2011-09-06 13:11:00,3,234.6,93,2,1,2,5.0
15463,2011-11-10 12:57:00,1,126.14,28,4,1,1,6.0
15464,2011-01-05 15:56:00,1,1044.65,337,1,1,4,6.0
15465,2011-11-20 10:11:00,24,6945.0199999999995,19,4,1,5,10.0
15466,2011-09-15 14:08:00,1,334.53,84,2,1,2,5.0
15467,2011-11-30 14:17:00,4,511.88,8,5,1,3,9.0
15468,2011-11-04 13:11:00,5,438.46000000000004,34,3,1,2,6.0
15469,2011-10-27 19:16:00,4,504.5,42,3,1,3,7.0
15471,2011-12-07 14:12:00,1,454.48,1,5,1,2,8.0
15472,2011-08-18 15:17:00,1,371.56,112,2,1,2,5.0
15473,2011-11-25 15:15:00,10,1465.2,13,4,1,4,9.0
15475,2011-09-23 15:20:00,1,454.11,76,2,1,2,5.0
15478,2011-10-30 14:19:00,2,1399.92,39,3,1,4,8.0
15480,2011-08-15 14:32:00,1,905.5,115,2,1,4,7.0
15482,2011-11-24 10:46:00,16,6393.52,15,4,1,5,10.0
15483,2011-07-01 13:07:00,4,225.26,160,2,1,1,4.0
15484,2011-12-08 15:03:00,5,3559.21,0,5,1,5,11.0
15485,2011-11-09 14:31:00,3,2564.5,29,4,1,5,10.0
15488,2011-09-08 10:11:00,1,91.32000000000001,92,2,1,1,4.0
15489,2011-11-17 08:53:00,4,1090.03,22,4,1,4,9.0
15491,2011-09-05 15:56:00,7,3090.85,94,2,1,5,8.0
15492,2011-11-11 14:53:00,2,659.46,27,4,1,3,8.0
15493,2011-11-07 12:04:00,7,1918.8600000000001,32,3,1,4,8.0
15494,2011-11-18 14:51:00,2,1280.58,20,4,1,4,9.0
15497,2011-11-22 11:51:00,3,1259.7,17,4,1,4,9.0
15498,2011-12-09 10:28:00,35,12396.46,0,5,1,5,11.0
15500,2011-12-01 13:47:00,4,1131.56,7,5,1,4,10.0
15502,2011-11-24 12:48:00,23,5541.46,15,4,1,5,10.0
15503,2010-12-12 10:57:00,1,141.04,362,1,1,1,3.0
15504,2011-09-19 13:45:00,1,52.83,80,2,1,1,4.0
15505,2011-10-18 07:56:00,7,3497.14,52,3,1,5,9.0
15506,2011-11-17 12:11:00,3,972.08,22,4,1,4,9.0
15507,2011-06-21 11:19:00,1,475.86,171,2,1,3,6.0
15508,2011-06-03 15:43:00,6,1000.27,188,1,1,4,6.0
15510,2011-01-13 12:10:00,1,250.0,330,1,1,2,4.0
15511,2011-11-28 09:43:00,5,900.53,11,4,1,3,8.0
15512,2011-07-07 10:20:00,2,121.0,155,2,1,1,4.0
15513,2011-11-08 16:21:00,22,14520.08,30,4,1,5,10.0
15514,2011-11-27 14:40:00,13,2907.45,11,4,1,5,10.0
15516,2011-10-26 10:51:00,3,62.43,44,3,1,1,5.0
15517,2011-04-20 14:02:00,1,267.03,232,1,1,2,4.0
15518,2011-10-06 13:05:00,13,1890.99,63,3,1,4,8.0
15520,2011-12-08 10:58:00,1,343.5,1,5,1,2,8.0
15521,2011-11-03 13:52:00,13,2574.65,35,3,1,5,9.0
15522,2011-11-07 11:26:00,2,397.99,32,3,1,2,6.0
15523,2011-09-16 16:29:00,1,412.01000000000005,83,2,1,2,5.0
15524,2011-11-15 12:09:00,1,440.0,24,4,1,2,7.0
15525,2011-12-07 15:39:00,4,719.47,1,5,1,3,9.0
15526,2011-11-06 15:04:00,2,148.44,32,3,1,1,5.0
15527,2011-11-21 12:17:00,10,2347.57,18,4,1,5,10.0
15528,2011-03-30 16:14:00,1,229.33,253,1,1,1,3.0
15529,2011-11-17 11:29:00,12,3935.15,22,4,1,5,10.0
15530,2011-11-18 12:25:00,4,1497.31,21,4,1,4,9.0
15531,2011-12-01 18:43:00,2,1972.39,7,5,1,4,10.0
15532,2011-11-14 14:51:00,6,1500.88,24,4,1,4,9.0
15533,2011-11-20 15:35:00,5,746.92,18,4,1,3,8.0
15535,2011-06-19 16:02:00,7,426.4,172,2,1,2,5.0
15537,2011-06-29 13:10:00,1,110.92,162,2,1,1,4.0
15539,2011-12-02 13:36:00,1,538.46,6,5,1,3,9.0
15540,2011-11-28 13:51:00,1,213.3,10,5,1,1,7.0
15541,2011-08-17 14:58:00,1,85.13000000000001,113,2,1,1,4.0
15543,2011-02-24 15:26:00,1,127.86,287,1,1,1,3.0
15544,2011-12-01 09:16:00,11,3542.51,8,5,1,5,11.0
15545,2011-10-16 13:24:00,2,288.96999999999997,53,3,1,2,6.0
15547,2011-12-02 12:52:00,14,4910.6,6,5,1,5,11.0
15549,2011-09-23 16:22:00,4,1643.96,76,2,1,4,7.0
15550,2011-12-05 15:38:00,4,575.63,3,5,1,3,9.0
15551,2011-11-03 12:37:00,1,436.06,36,3,1,2,6.0
15552,2011-05-06 14:47:00,1,90.12,216,1,1,1,3.0
15553,2011-10-10 14:02:00,1,428.93,59,3,1,2,6.0
15554,2011-03-07 09:00:00,1,217.2,277,1,1,1,3.0
15555,2011-11-27 16:19:00,20,4747.89,11,4,1,5,10.0
15556,2011-11-15 16:08:00,1,279.77,23,4,1,2,7.0
15557,2011-11-11 12:46:00,1,468.91,28,4,1,3,8.0
15561,2011-11-28 11:07:00,5,722.74,11,4,1,3,8.0
15562,2010-12-23 09:55:00,1,134.55,351,1,1,1,3.0
15563,2011-12-01 09:36:00,7,1319.69,8,5,1,4,10.0
15565,2011-10-20 14:33:00,2,173.16000000000003,49,3,1,1,5.0
15567,2011-11-21 10:48:00,1,186.01,18,4,1,1,6.0
15568,2011-12-07 11:27:00,3,758.29,2,5,1,3,9.0
15569,2011-08-28 10:15:00,5,1375.71,103,2,1,4,7.0
15570,2011-12-02 14:47:00,13,4093.27,6,5,1,5,11.0
15571,2011-11-28 10:02:00,4,650.4300000000001,11,4,1,3,8.0
15572,2011-12-05 10:09:00,7,2533.42,4,5,1,5,11.0
15573,2011-11-08 11:38:00,2,591.1899999999999,31,4,1,3,8.0
15574,2011-06-15 12:01:00,4,675.64,177,2,1,3,6.0
15576,2011-11-02 12:03:00,1,921.37,37,3,1,4,8.0
15577,2011-07-11 17:03:00,3,258.88,150,2,1,2,5.0
15578,2011-06-30 13:03:00,1,127.1,161,2,1,1,4.0
15579,2011-10-02 12:45:00,2,327.6,68,3,1,2,6.0
15581,2011-08-11 09:38:00,14,3425.77,120,2,1,5,8.0
15582,2011-11-15 09:55:00,3,682.9100000000001,24,4,1,3,8.0
15584,2011-11-16 10:55:00,5,718.36,23,4,1,3,8.0
15585,2011-06-16 08:38:00,1,455.3,176,2,1,2,5.0
15587,2011-10-20 13:37:00,4,913.68,49,3,1,4,8.0
15589,2011-04-01 11:22:00,4,456.58,252,1,1,2,4.0
15590,2011-02-23 16:36:00,1,-30.19,288,1,1,1,3.0
15592,2011-10-24 08:59:00,1,388.58,46,3,1,2,6.0
15593,2011-09-30 11:46:00,1,199.8,70,3,1,1,5.0
15594,2011-11-24 08:53:00,6,1767.53,15,4,1,4,9.0
15596,2011-08-31 10:55:00,9,1343.34,100,2,1,4,7.0
15597,2011-11-10 11:46:00,2,315.72,29,4,1,2,7.0
15598,2011-11-04 13:14:00,3,235.68,34,3,1,2,6.0
15599,2011-11-13 11:44:00,2,761.74,26,4,1,3,8.0
15601,2011-11-28 15:15:00,17,6745.360000000001,10,5,1,5,11.0
15602,2011-12-01 14:14:00,15,1083.63,7,5,1,4,10.0
15603,2011-09-22 10:04:00,1,48.480000000000004,78,2,1,1,4.0
15604,2011-10-18 14:47:00,1,216.39000000000001,51,3,1,1,5.0
15605,2011-11-03 14:17:00,5,1198.23,35,3,1,4,8.0
15606,2011-10-13 13:32:00,11,2422.64,56,3,1,5,9.0
15607,2011-01-07 12:44:00,1,104.76,336,1,1,1,3.0
15608,2011-11-11 13:20:00,4,1093.68,27,4,1,4,9.0
15609,2011-06-10 09:55:00,2,270.03000000000003,182,1,1,2,4.0
15610,2011-10-19 10:36:00,1,112.46000000000001,51,3,1,1,5.0
15611,2011-11-30 12:36:00,15,1568.39,9,5,1,4,10.0
15612,2011-11-03 14:52:00,2,195.15,35,3,1,1,5.0
15615,2011-11-29 14:42:00,27,10360.04,9,5,1,5,11.0
15618,2011-11-07 08:34:00,5,747.031,32,3,1,3,7.0
15619,2011-11-29 08:14:00,1,336.4,10,5,1,2,8.0
15620,2011-10-20 19:17:00,6,1524.4,49,3,1,4,8.0
15621,2011-12-05 14:01:00,6,1158.77,3,5,1,4,10.0
15622,2011-12-06 14:57:00,16,3224.53,2,5,1,5,11.0
15623,2011-07-21 17:26:00,1,301.03000000000003,140,2,1,2,5.0
15624,2011-08-15 11:38:00,4,588.13,116,2,1,3,6.0
15625,2011-08-31 16:13:00,8,1504.56,99,2,1,4,7.0
15626,2011-09-26 10:03:00,2,675.8,74,2,1,3,6.0
15628,2011-12-05 10:24:00,10,2865.64,4,5,1,5,11.0
15630,2011-10-25 15:36:00,3,1180.4,44,3,1,4,8.0
15632,2011-11-24 09:51:00,10,3147.31,15,4,1,5,10.0
15634,2011-11-22 16:28:00,1,243.55,16,4,1,2,7.0
15636,2011-09-11 11:17:00,2,724.76,89,2,1,3,6.0
15637,2011-10-18 08:28:00,1,223.36,52,3,1,1,5.0
15638,2011-02-11 15:12:00,1,-94.0,300,1,1,1,3.0
15639,2011-07-28 14:30:00,1,425.32,133,2,1,2,5.0
15640,2011-12-05 14:35:00,17,12336.74,3,5,1,5,11.0
15641,2011-08-26 14:04:00,4,1887.2,104,2,1,4,7.0
15643,2011-06-13 17:19:00,6,647.4,178,1,1,3,5.0
15644,2011-06-26 14:54:00,4,803.54,165,2,1,3,6.0
15645,2011-11-21 11:55:00,1,612.01,18,4,1,3,8.0
15646,2011-07-05 09:53:00,4,425.14000000000004,157,2,1,2,5.0
15648,2011-05-19 15:53:00,4,582.0500000000001,203,1,1,3,5.0
15649,2011-01-07 13:34:00,2,816.0,335,1,1,3,5.0
15651,2011-11-03 08:41:00,3,646.3,36,3,1,3,7.0
15652,2011-09-09 14:22:00,1,337.74,90,2,1,2,5.0
15653,2011-09-08 10:49:00,2,877.44,92,2,1,3,6.0
15654,2011-11-30 13:08:00,2,922.53,8,5,1,4,10.0
15655,2011-04-20 16:28:00,2,511.32,232,1,1,3,5.0
15656,2011-10-25 14:56:00,4,748.5,44,3,1,3,7.0
15657,2011-11-17 12:19:00,1,30.0,22,4,1,1,6.0
15658,2011-06-02 15:22:00,8,958.9000000000001,189,1,1,4,6.0
15659,2011-10-27 09:23:00,1,306.45,43,3,1,2,6.0
15660,2011-11-14 16:58:00,12,1552.01,24,4,1,4,9.0
15661,2011-01-26 13:56:00,2,309.8,316,1,1,2,4.0
15663,2011-08-25 15:50:00,1,138.14,105,2,1,1,4.0
15664,2011-10-20 10:57:00,2,358.63,50,3,1,2,6.0
15665,2011-06-24 14:57:00,2,2222.21,167,2,1,5,8.0
15667,2011-10-31 10:56:00,1,301.32000000000005,39,3,1,2,6.0
15668,2011-05-06 10:39:00,1,76.32000000000001,217,1,1,1,3.0
15669,2011-10-30 16:03:00,5,677.69,39,3,1,3,7.0
15670,2011-02-16 10:50:00,1,173.05,296,1,1,1,3.0
15671,2011-11-21 12:43:00,10,2635.4900000000002,18,4,1,5,10.0
15673,2011-09-12 16:12:00,4,2726.23,87,2,1,5,8.0
15674,2011-09-27 15:17:00,8,1744.02,72,2,1,4,7.0
15675,2011-09-19 13:48:00,3,323.69,80,2,1,2,5.0
15676,2011-11-30 17:39:00,5,3324.09,8,5,1,5,11.0
15677,2011-10-21 15:36:00,1,657.23,48,3,1,3,7.0
15678,2011-10-18 09:25:00,1,352.7,52,3,1,2,6.0
15679,2011-11-15 16:19:00,4,781.28,23,4,1,3,8.0
15680,2011-11-30 13:46:00,3,1333.68,8,5,1,4,10.0
15681,2011-11-21 13:25:00,6,946.36,17,4,1,4,9.0
15683,2011-08-14 12:56:00,1,193.75,116,2,1,1,4.0
15687,2011-12-01 08:33:00,11,2981.5,8,5,1,5,11.0
15689,2011-08-12 09:37:00,2,254.1,119,2,1,2,5.0
15690,2011-12-05 15:59:00,2,239.76,3,5,1,2,8.0
15691,2011-04-01 15:13:00,1,136.8,251,1,1,1,3.0
15692,2011-11-11 14:12:00,1,191.04,27,4,1,1,6.0
15694,2011-12-09 09:44:00,15,6423.6,0,5,1,5,11.0
15695,2011-03-18 08:32:00,2,409.98,266,1,1,2,4.0
15696,2011-11-06 14:02:00,12,2619.11,32,3,1,5,9.0
15699,2011-11-22 08:26:00,1,309.65,17,4,1,2,7.0
15700,2011-06-20 16:53:00,3,664.03,171,2,1,3,6.0
15701,2011-12-07 14:39:00,4,1529.0,1,5,1,4,10.0
15703,2011-03-20 10:51:00,1,211.5,264,1,1,1,3.0
15704,2011-07-22 13:35:00,4,2293.62,139,2,1,5,8.0
15705,2011-05-22 15:37:00,1,143.1,200,1,1,1,3.0
15706,2011-10-11 10:14:00,7,1001.8100000000001,59,3,1,4,8.0
15707,2011-11-04 14:35:00,4,916.98,34,3,1,4,8.0
15708,2011-10-30 10:54:00,11,3200.73,40,3,1,5,9.0
15709,2011-03-01 10:38:00,1,133.25,283,1,1,1,3.0
15712,2011-11-30 14:09:00,5,1072.3600000000001,8,5,1,4,10.0
15713,2011-07-19 13:34:00,3,346.75,142,2,1,2,5.0
